date,address,phone,num_hugi,title,max_daesil_time,daesil_price,sukbak_time,sukbak_price,hashtag
2018-11-14,서울특별시 광진구 화양동 24-15 H Avenue 건대점,50350517193,2705,H Avenue 건대점,6,"27,000",15:00,"65,000",#쿠폰혜택 #TOP100 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 성북구 동선동1가 120-1 H Avenue 성신여대점,50350516123,5331,H Avenue 성신여대점,5,"25,000",15:00,"50,000",#쿠폰혜택 #TOP100 #좋은숙박연구소 #현장적립
2018-11-14,서울특별시 강남구 역삼동 678-14 H Avenue 역삼점,50350501306,3201,H Avenue 역삼점,6,"27,000",15:00,"60,000",#쿠폰혜택 #TOP100 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 마포구 노고산동 1-74 H Avenue 이대점,50350515640,7742,H Avenue 이대점,4,"27,000",15:00,"45,000",#TOP100 #좋은숙박연구소
2018-11-14,서울특별시 강서구 화곡동 921-1,50350516620,905,HOTEL ANNE 화곡점 (호텔앤),7,"17,000",17:00,"35,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 강서구 방화동 612-172 KOTEL 김포공항점,50350514929,3605,KOTEL 김포공항점,6,"18,000",20:00,"50,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 동작구 노량진동 58-11 KOTEL 노량진역점,50350514319,1468,KOTEL 노량진역점,4,"18,000",22:00,"41,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 남현동 1062-16 KOTEL 사당역점,50350502096,6076,KOTEL 사당역점,6,"20,000",21:00,"45,000",#마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 서대문구 창천동 20-46 KOTEL 신촌역점,50350514388,7551,KOTEL 신촌역점,5,"18,000",16:00,"35,000",#마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 논현동 237-9 YAJA 강남 논현점 ,50350514517,2993,YAJA 강남 논현점,6,"25,000",16:00,"60,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 강서구 화곡동 24-60 YAJA 강서구청점,50350502227,2345,YAJA 강서구청점,5,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 성동구 송정동 20-10 YAJA 건대점,50350500010,2364,YAJA 건대점,6,"20,000",17:00,"40,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 휘경동 336 YAJA 경희대점,50350500902,1096,YAJA 경희대점,5,"20,000",18:00,"42,000",#쿠폰혜택 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 제기동 1142-4 YAJA 고려대점 ,50350500608,1052,YAJA 고려대점,5,"20,000",18:00,"45,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1591-8 YAJA 서초점,50350516691,3643,YAJA 서초점,6,"22,000",18:00,"45,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 성북구 동선동4가 20 YAJA 성신여대역점,50350515280,5626,YAJA 성신여대역점,6,"22,000",18:00,"40,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 강북구 미아동 160-26 YAJA 수유 미아점 ,50350500183,3774,YAJA 수유 미아점,6,"17,000",17:00,"30,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 신림동 1423-30 YAJA 신림 1호점 ,50350500514,5091,YAJA 신림 1호점,5,"19,000",18:00,"40,000",#쿠폰혜택 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 관악구 신림동 1422-8 YAJA 신림 2호점 ,50350501127,4902,YAJA 신림 2호점,6,"19,000",14:00,"40,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 서대문구 창천동 29-59 YAJA 신촌점 ,50350500147,1913,YAJA 신촌점,5,"25,000",19:00,"45,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 구의동 59-14 YAJA 아차산역점,50350502250,493,YAJA 아차산역점,4,"25,000",19:00,"50,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 대조동 186-52 YAJA 연신내역점,50350502263,1055,YAJA 연신내역점,6,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 영등포구 영등포동3가 2-3 YAJA 영등포점,50350500786,7339,YAJA 영등포점,5,"20,000",16:00,"35,000",#쿠폰혜택 #TOP100 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 성동구 도선동 100 YAJA 왕십리역점 ,50350501610,3020,YAJA 왕십리역점,4,"25,000",18:00,"35,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 성동구 용답동 228-10 YAJA 장한평역점 ,50350501536,1077,YAJA 장한평역점,6,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 종로구 낙원동 86 YAJA 종로점,50350515011,7634,YAJA 종로점,5,"22,000",18:00,"40,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 천호동 454-57 YAJA 천호역점,50350502094,1308,YAJA 천호역점,6,"18,000",18:00,"37,000",#쿠폰혜택 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 마포구 서교동 377-1 YAJA 홍대점,50350501219,3989,YAJA 홍대점,5,"23,000",20:00,"58,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 강서구 화곡동 901-26 YAJA 화곡점 ,50350501704,1971,YAJA 화곡점,6,"18,000",18:00,"35,000",#쿠폰혜택 #좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 제기동 67-209 YAM 고려대점 ,50350501858,993,YAM 고려대점,6,"17,000",18:00,"30,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 구의동 246-13 YAM 구의역점 ,50350502179,1863,YAM 구의역점,5,"18,000",18:00,"40,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 송파구 방이동 42 YAM 방이점,50350515132,1571,YAM 방이점,7,"20,000",18:00,"40,000",#좋은숙박연구소 #현장적립 #최저가보상
2018-11-14,서울특별시 서초구 반포동 94-7 YAM 서래마을점 ,50350500623,1796,YAM 서래마을점,5,"18,000",18:00,"45,000",#쿠폰혜택 #좋은숙박연구소 #현장적립
2018-11-14,서울특별시 금천구 가산동 139-19,50350500942,667,가산 마리호텔,6,"30,000",17:00,"60,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 금천구 가산동 141-1,50350500424,916,가산 마인드호텔,5,"25,000",18:00,"65,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 가산동 140-83,50350501236,921,가산 뷰,6,"20,000",18:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 가산동 139-25,50350500035,1591,가산 에펠준,5,"20,000",18:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 가산동 140-34,50350510190,441,가산 자기야,5,"22,000",20:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 가산동 140-31,50350510194,110,가산 캐슬,6,"20,000",17:00,"50,000",#현장적립
2018-11-14,서울특별시 금천구 가산동 140-33,50350517026,207,가산 팰리스파크,4,"20,000",18:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 강남구 역삼동 648-7,25576487,285,강남 648호텔,3,"35,000",20:00,"70,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 강남구 역삼동 826-46,50350509644,883,강남 BNN,4,"22,000",22:00,"50,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 강남구 역삼동 628-12,50350516995,191,강남 SENNE(세느),,,15:00,"88,800",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 강남구 도곡동 542-2,50350509605,522,강남 데미안호텔,8,"25,000",14:00,"45,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 강남구 역삼동 735-27,25544250,2973,강남 렉시,6,"25,000",18:00,"60,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 삼성동 37-16,50350500236,740,강남 마레,6,"25,000",16:00,"60,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 강남구 역삼동 826-44,50350501678,1925,강남 밀라노,6,"20,000",20:00,"50,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 역삼동 831-7,25398151,1448,강남 샹그리아,4,"28,000",17:00,"58,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 역삼동 826-41,50350501239,1151,강남 시애틀,6,"30,000",19:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 역삼동 825-29,50350500335,1844,강남 초콜릿,4,"25,000",20:00,"60,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 역삼동 825-30,50350514359,1310,강남 캠퍼스,4,"30,000",18:00,"80,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 논현동 201-11,50350502177,499,강남 호텔 더 디자이너스 리즈 프리미어,4,"30,000",15:00,"88,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 성내동 199-7,24874871,1600,강동 부띠끄호텔 월,4,"22,000",18:00,"55,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 강서구 외발산동 282-2,50350514275,467,강서(외발산동) 웨스턴리버,5,"25,000",18:00,"55,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #최저가보상
2018-11-14,서울특별시 강남구 개포동 1229-8,50350515859,774,개포 컬리넌,4,"30,000",20:00,"69,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 군자동 350-7 건대 PIN,50350500395,1164,건대 PIN,5,"20,000",18:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 자양동 203-2,50350514408,85,건대 강변,3,"20,000",19:00,"35,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 성동구 송정동 66-78,50350502144,254,건대 공감,5,"15,000",17:00,"27,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 화양동 18-12 건대 GUGU HOTEL,50350516052,1539,건대 구구(GUGU) HOTEL,4,"25,000",18:00,"50,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 화양동 121-9,50350510039,123,건대 두바이,4,"25,000",16:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 광진구 군자동 355 건대 딥,50350515210,1044,건대 딥,5,"20,000",18:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 능동 276-1 건대 부티크나인(HB9),50350515405,2426,건대 부티크나인(HB9),4,"25,000",15:00,"65,000",#쿠폰혜택 #TOP100 #현장적립 #최저가보상
2018-11-14,서울특별시 성동구 송정동 20-1,50350500839,2260,건대 쁠랑,8,"20,000",18:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 중곡동 250-4,24637331,112,건대 샐몬,4,"20,000",20:00,"35,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 화양동 23-25,50350510044,108,건대 세종,4,"20,000",19:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 자양동 10-6 건대 시마,50350518486,3,건대 시마,5,"20,000",16:00,"40,000",#현장적립 #최저가보상
2018-11-14,서울특별시 광진구 자양동 203-5,50350514273,104,건대 영동,,"20,000",17:00,"35,000",#쿠폰혜택 #최저가보상
2018-11-14,서울특별시 광진구 화양동 49-5,50350510051,32,건대 초원,4,"20,000",20:00,"35,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 성동구 송정동 66-170,50350514904,155,건대 캠퍼스,4,"15,000",18:00,"25,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 군자동 350-6,50350501260,5411,"건대 컬리넌 1,2호점",6,"25,000",15:00,"45,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 화양동 18-11 건대 테마,50350500938,1837,건대 테마,6,"20,000",18:00,"43,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 화양동 17-10,50350501868,346,건대 프리마,4,"18,000",16:00,"35,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 자양동 24-6 24-6 143-190,50350516862,1378,건대 호텔 K WORLD,6,"30,000",15:00,"56,000",#최저가보상
2018-11-14,서울특별시 광진구 화양동 23-15 호텔 더 디자이너스 프리미어 건대,50350516439,2697,건대 호텔 더 디자이너스 프리미어,5,"35,000",15:00,"60,000",#쿠폰혜택 #TOP100 #마이룸 #현장적립
2018-11-14,서울특별시 광진구 구의동 633-4 건대 호텔스타,50350500267,3487,건대 호텔스타,6,"23,000",15:00,"40,000",#마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 중곡동 638-3 건대 더 디자이너스,50350510777,287,건대(군자) 더 디자이너스,4,"25,000",14:00,"70,000",#현장적립 #최저가보상
2018-11-14,서울특별시 종로구 체부동 64,50350516323,23,경복궁 나그네 하우스 -부띠크 한옥,3,"30,000",15:00,"65,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 동대문구 휘경동 336-7,50350500775,1660,경희대 5월愛,13,"20,000",18:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 회기동 53-2,50350516131,173,경희대 블라,4,"20,000",21:00,"40,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 동대문구 휘경동 336-2,50350501263,2761,경희대 수(SOO),5,"20,000",14:00,"43,700",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 동대문구 휘경동 336-3 회기 스카이,50350510273,934,경희대 스카이,4,"20,000",16:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 마포구 공덕동 105-215,50350515655,23,공덕 안신장모텔,4,"20,000",19:00,"30,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 광진구 광장동 241-1,50350502012,33,광진 대하모텔,3,"25,000",20:00,"53,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 서초구 서초동 1670-8,50350510482,596,교대 덴버,4,"30,000",15:00,"55,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 구로구 가리봉동 135-25,50350518061,334,구로 JS 호텔,10,"20,000",14:00,"70,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 구로구 구로동 705-50,50350510114,6,구로 수 모텔,3,"20,000",21:00,"30,000",#최저가보상
2018-11-14,서울특별시 구로구 구로동 705-8,50350514444,2,구로 시티파크,3,"23,000",17:00,"35,000",#최저가보상
2018-11-14,서울특별시 구로구 구로동 1131-2 서울특별시 구로구 구로동 1131-2,50350517894,702,구로 컬리넌,5,"25,000",17:00,"60,000",#쿠폰혜택 #TOP100 #현장적립
2018-11-14,서울특별시 구로구 가리봉동 131-45,50350515389,5,구로(가리봉) 남양장,3,"25,000",12:00,"30,000",
2018-11-14,서울특별시 구로구 개봉동 353-6,50350501672,161,구로(개봉) J,5,"20,000",19:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 구로구 개봉동 403-212,50350510138,288,구로(개봉) 샬,4,"20,000",20:00,"35,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 구로구 개봉동 198-7,50350517072,73,구로(개봉) 오슬로,4,"20,000",19:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 광진구 구의동 212-17,50350500777,657,구의 R,7,"20,000",17:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 구의동 246-39 구의 마레,24467070,733,구의 마레,5,"20,000",18:00,"40,000",#현장적립 #최저가보상
2018-11-14,서울특별시 광진구 구의동 201-3 구의 문,50350501174,751,구의 문,6,"25,000",18:00,"45,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 구의동 246-40,50350516280,699,구의 폼,5,"20,000",19:00,"40,000",#현장적립 #최저가보상
2018-11-14,서울특별시 광진구 자양동 657-16 구의 피넛,50350510071,1593,구의 피넛,6,"20,000",18:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 군자동 471-1,50350510040,513,군자 검은나비,4,"15,000",18:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 능동 220-6 군자 몰디브,50350510073,301,군자 몰디브,4,"20,000",19:00,"45,000",#현장적립 #최저가보상
2018-11-14,서울특별시 광진구 군자동 469-18,50350501962,428,군자 아미가,4,"20,000",20:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 광진구 군자동 478-1호 군자 큐,50350501568,658,군자 큐,4,"18,000",18:00,"35,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 광진구 군자동 471-16,50350502057,110,군자 투,4,"20,000",20:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 시흥동 888-17,50350515933,8,금천(시흥동) 가림,4,"20,000",20:00,"40,000",#최저가보상
2018-11-14,서울특별시 금천구 시흥동 882-52,50350514390,418,금천(시흥동) 꼬모,6,"20,000",17:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 시흥동 122-4,50350501033,899,금천(시흥동) 멀티도로시,6,"18,000",17:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 금천구 시흥동 888-14,50350500951,847,금천(시흥동) 반디,6,"20,000",14:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 금천구 시흥동 995-40,50350500852,1131,금천(시흥동) 영빈,5,"20,000",17:00,"38,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 성동구 금호동3가 393,50350516109,124,금호 금호모텔,4,"20,000",19:00,"35,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 성동구 금호동3가 1305-1,50350514739,31,금호 서중모텔,4,"20,000",16:00,"35,000",#쿠폰혜택 #마이룸 #최저가보상
2018-11-14,서울특별시 성동구 금호동3가 1~774 240번지,50350514791,7,금호 스타장,4,"20,000",16:00,"35,000",#쿠폰혜택 #마이룸
2018-11-14,서울특별시 강동구 길동 449-2,50350516495,629,길동 COUPLE,6,"15,000",15:00,"35,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 강동구 길동 387-7,24830942,3563,"길동 IMT 1,2",14,"25,000",15:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 길동 446-2,50350500339,1082,길동 TOP,12,"20,000",18:00,"30,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 강동구 길동 416-17,50350500971,285,길동 그린힐,4,"20,000",15:00,"40,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 길동 387-14,50350509707,801,길동 러브이즈,8,"17,000",15:00,"35,000",#쿠폰혜택 #마이룸 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 길동 413-14,24739998,52,길동 보보스,4,"20,000",19:00,"35,000",#쿠폰혜택
2018-11-14,서울특별시 강동구 길동 347-29,50350509699,138,길동 샘(SAM),4,"19,000",15:00,"39,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 강동구 길동 416-20,50350500898,1433,길동 쉴,6,"17,000",18:00,"30,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 강동구 길동 386-3,50350509668,256,길동 썸,5,"20,000",18:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 강동구 길동 415-18,50350500101,336,길동 아르고,8,"20,000",15:00,"40,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강동구 길동 413-51,50350509691,137,길동 오리엔트,6,"15,000",19:00,"35,000",#최저가보상
2018-11-14,서울특별시 강동구 길동 387-11,50350509708,717,길동 윈,7,"20,000",17:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립
2018-11-14,서울특별시 강동구 길동 412-2,50350516846,629,길동 일루와,7,"20,000",18:00,"35,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 강동구 길동 413-36,50350509697,6,길동 첼로,4,"20,000",18:00,"35,000",#현장적립
2018-11-14,서울특별시 강동구 길동 388-2,50350500382,1454,길동 투비인,6,"20,000",18:00,"45,000",#쿠폰혜택 #마이룸 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 구로구 구로동 705-26,50350516200,897,남구로 봄(Bom) 3호점,6,"20,000",16:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 중구 예장동 8-44,50350516840,6,남산 Mama,,,15:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 동작구 노량진동 142-2,50350510323,34,노량진 N,4,"20,000",14:00,"40,000",#쿠폰혜택
2018-11-14,서울특별시 동작구 노량진동 39-34,50350510325,2,노량진 뉴스카이,4,"20,000",19:00,"45,000",#쿠폰혜택
2018-11-14,서울특별시 동작구 노량진동 27-12,50350510324,288,노량진 닉스,4,"20,000",20:00,"40,000",#쿠폰혜택 #최저가보상
2018-11-14,서울특별시 동작구 노량진동 40-46,28152514,43,노량진 대흥,5,"22,000",20:00,"40,000",#쿠폰혜택
2018-11-14,서울특별시 동작구 노량진동 312-34,50350510355,194,노량진 힐링,4,"20,000",21:00,"40,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 노원구 상계동 711-9 노원 노블레스 호텔,50350515663,1343,노원 노블레스 호텔,6,"22,500",14:00,"55,000",#쿠폰혜택 #마이룸 #현장적립
2018-11-14,서울특별시 노원구 상계동 708-1,29356541,408,노원 딘(DEAN),6,"25,000",16:00,"50,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 노원구 상계동 703 노원 럭스,50350514668,2024,노원 럭스,5,"20,000",14:00,"50,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 노원구 상계동 702-1,50350501578,391,노원 리츠,4,"30,000",16:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 노원구 상계동 703-3 노원 모모,50350518285,9,노원 모모 호텔,4,"20,000",18:00,"50,000",#현장적립 #최저가보상 #신축&리모델링
2018-11-14,서울특별시 노원구 상계동 704-1 노원 브이 모텔,50350515672,2030,노원 브이,5,"17,000",19:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 노원구 상계동 706,50350515624,1100,노원 세피아,6,"20,000",17:00,"50,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 노원구 상계동 706-1 노원 이프,50350514788,1202,노원 이프(IF),5,"20,000",15:00,"45,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 노원구 상계동 702-3,50350501519,1145,노원 팰리스,6,"20,000",13:00,"45,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 노원구 상계동 1132-75 노원 카누,50350515784,223,노원(수락산) 카누,3,"20,000",22:00,"40,000",#쿠폰혜택 #현장적립 #최저가보상
2018-11-14,서울특별시 은평구 녹번동 82-43,50350515367,458,녹번 아트,5,"20,000",15:00,"40,000",#쿠폰혜택 #현장적립
2018-11-14,서울특별시 은평구 녹번동 155-40,50350500754,324,녹번 호텔 갤러리,5,"20,000",13:00,"40,000",#쿠폰혜택 #당일예약취소가능 #현장적립 #최저가보상
2018-11-14,서울특별시 강남구 논현동 56-21,50350509656,491,논현 G HOTEL,4,"25,000",17:00,"60,000",#쿠폰혜택 #현장적립 #최저가보상
